...1,BIB,Nombre,Tiempo Oficial,Tiempo Chip,Paso por Km,Velocidad Media,Split 5k,Split 10k,Split 15k,Split 20k
4904,29845,DANIELA WALTRAUD ZIJP MALDONADO,02:49:02,02:36:30,07:23 /km,8.089 km/h,00:34:08,01:10:26,01:49:28,02:28:46
4905,29815,KAREN CASTRO TAPIA,03:10:57,02:36:30,07:23 /km,8.088 km/h,00:34:57,01:11:59,01:50:38,02:28:38
4906,13947,BRENDA GOMEZ QUIROZ,03:25:59,02:36:30,07:23 /km,8.088 km/h,00:36:23,01:14:05,01:52:06,02:28:45
4907,14094,MARIANA CUCA VILLAVICENCIO,03:08:17,02:36:31,07:23 /km,8.088 km/h,00:33:50,01:10:13,01:49:11,02:29:07
4908,8323,MARGARITA ORTEGA GARCÍA,02:49:45,02:36:31,07:23 /km,8.087 km/h,00:32:58,01:07:56,01:48:44,02:28:20
4909,19340,JENNIFER ENRIQUEZ CEDILLO,03:23:08,02:36:32,07:23 /km,8.087 km/h,00:35:08,01:13:00,01:52:13,02:28:49
4910,11956,MARÍA VANESSA RICO ARRIAGA,02:58:31,02:36:33,07:23 /km,8.086 km/h,00:32:51,01:09:04,01:49:30,02:28:35
4911,3254,ESLI FARRERA CASTANON,03:15:44,02:36:33,07:23 /km,8.085 km/h,00:35:47,01:12:06,01:49:51,02:28:32
4912,15195,NAYELY ARANA ANAYA,03:29:21,02:36:34,07:23 /km,8.085 km/h,00:33:35,01:08:17,01:49:04,02:29:18
4913,4328,SOFÍA VILLEGAS RENDON,02:49:51,02:36:35,07:23 /km,8.084 km/h,00:33:41,01:12:10,01:51:12,02:29:10
4914,18718,MARIA FERNANDA CALDERON GARCIA,03:00:31,02:36:35,07:23 /km,8.084 km/h,00:35:40,01:14:03,01:52:31,02:29:11
4915,10789,DANIELA MOHENO LOPEZ,02:54:34,02:36:37,07:23 /km,8.083 km/h,00:34:50,01:11:12,01:49:57,02:28:50
4916,1501,KARLA VIVIANA GLORIA ROSAS,03:25:51,02:36:37,07:23 /km,8.083 km/h,00:36:16,01:12:21,01:49:37,02:29:19
4917,20091,MARIA FERNANDA FERNANDEZ GUERRA,03:29:47,02:36:38,07:23 /km,8.081 km/h,00:35:46,01:11:57,01:48:22,02:27:24
4918,11774,MONTSERRAT VIGIL DAVILA,03:10:15,02:36:40,07:23 /km,8.080 km/h,00:36:40,01:14:13,01:52:03,02:29:45
4919,4448,ALEJANDRA RANGEL VALERO,02:59:46,02:36:40,07:23 /km,8.080 km/h,00:34:28,01:12:03,01:51:17,02:29:05
4920,15940,MONICA HONG GRANADOS,03:09:32,02:36:40,07:23 /km,8.080 km/h,00:32:32,01:09:45,01:48:41,02:28:44
4921,15107,ARELI HERNANDEZ LOPEZ,03:11:25,02:36:42,07:23 /km,8.078 km/h,00:35:34,01:12:49,01:51:54,02:29:16
4922,18051,THELMA BOLÓN MOHENO,02:51:08,02:36:43,07:23 /km,8.077 km/h,00:37:15,01:13:40,01:51:15,02:29:04
4923,24543,ALEJANDRA ISABEL MUNGUIA MORENO,03:24:30,02:36:46,07:23 /km,8.075 km/h,00:32:42,01:08:17,01:47:49,02:28:53
4924,19926,DANIELA VALADEZ SANCHEZ,03:24:49,02:36:46,07:23 /km,8.075 km/h,00:36:25,01:13:17,01:51:27,02:29:14
4925,14124,ARELI MONTANO MARTINEZ,03:10:54,02:36:46,07:23 /km,8.074 km/h,00:34:14,01:07:15,01:56:26,02:29:23
4926,20931,ANA KAREN PAREDES MORALES,02:52:58,02:36:47,07:23 /km,8.074 km/h,00:34:50,01:12:02,01:51:10,02:29:06
4927,14114,ALEJANDRA YETSI ALALUF CARRASCO,03:10:55,02:36:47,07:23 /km,8.074 km/h,00:34:14,01:07:15,01:56:27,02:29:23
4928,12875,MARIA LILIA VILLALOBOS CAMPOS,03:25:41,02:36:47,07:23 /km,8.074 km/h,00:37:25,01:14:03,01:51:41,02:29:21
4929,21600,JESSICA HERNÁNDEZ GONZÁLEZ,03:23:30,02:36:47,07:23 /km,8.074 km/h,00:32:03,01:08:06,01:47:23,02:27:58
4930,14135,IVANNA SAMANO DOMINGUEZ,02:51:00,02:36:47,07:23 /km,8.074 km/h,00:34:04,01:12:16,01:51:38,02:29:15
4931,2283,MARÍA ITZEL TRUJILLO ZAPIÉN,03:11:47,02:36:47,07:23 /km,8.073 km/h,00:34:25,01:11:45,01:50:45,02:29:13
4932,25055,ANDREA HERNÁNDEZ OLVERA,03:08:37,02:36:48,07:23 /km,8.073 km/h,00:35:03,01:11:21,01:50:10,02:27:58
4933,28314,ANA KAREN ALONSO TORIZ,02:50:11,02:36:48,07:23 /km,8.073 km/h,00:32:58,01:09:06,01:49:05,02:28:06
4934,23159,EVELYN RUBIO GUTIÉRREZ,03:25:40,02:36:49,07:23 /km,8.072 km/h,00:35:33,01:13:05,01:51:19,02:28:48
4935,25761,MARTHA PLAZA CABAÑAS,03:27:11,02:36:49,07:23 /km,8.072 km/h,00:32:30,01:04:55,01:56:07,02:29:42
4936,15966,KAREN CASTREJON GOMEZ,03:25:05,02:36:53,07:23 /km,8.068 km/h,00:39:44,01:19:08,01:56:41,02:30:32
4937,13807,CLAUDIA DIAZ DE LEON DIAZ,03:23:34,02:36:54,07:23 /km,8.068 km/h,00:35:16,01:13:07,01:52:15,02:29:08
4938,3413,KENIA ILIAN RIVAS REDONDA,03:23:41,02:36:55,07:23 /km,8.067 km/h,00:36:44,01:14:50,01:52:39,02:29:12
4939,19230,MARISOL LOPEZ LAZCANO,03:25:47,02:36:57,07:23 /km,8.065 km/h,00:36:04,01:11:54,01:53:24,02:29:48
4940,8767,ANA MARIA HERNÁNDEZ TORRES,03:09:23,02:36:57,07:23 /km,8.065 km/h,00:36:43,01:13:17,01:50:01,02:29:00
4941,28055,GUADALUPE MONTSERRAT AVILA DÍAZ,03:09:19,02:36:58,07:23 /km,8.065 km/h,00:35:04,01:11:40,01:51:09,02:29:38
4942,15500,MARIANA SÁNCHEZ ORDAZ,03:25:37,02:36:59,07:23 /km,8.064 km/h,00:32:58,01:10:26,01:50:59,02:29:09
4943,14415,SOFIA GONZALEZ ORTEGA GUERRERO,02:55:54,02:36:59,07:23 /km,8.064 km/h,00:31:57,01:04:58,01:40:23,02:28:29
4944,6302,GABRIELA PICHIPIL HUERTA,03:25:04,02:36:59,07:23 /km,8.063 km/h,00:35:11,01:11:30,01:53:02,02:30:11
4945,15071,REBECA LOPEZ ARANO,03:26:19,02:37:01,07:26 /km,8.061 km/h,00:34:36,01:19:01,01:53:44,02:28:46
4946,10202,MARIANA DE LA PENA GONZÁLEZ,02:48:56,02:37:02,07:26 /km,8.060 km/h,00:35:29,01:13:47,01:54:05,02:29:54
4947,21350,LILLIAN GONZÁLEZ ALDACO,03:24:26,02:37:03,07:26 /km,8.060 km/h,00:34:57,01:12:04,01:51:40,02:29:35
4948,10847,SAMANTHA NEVAREZ PUENTE,03:09:43,02:37:04,07:26 /km,8.059 km/h,00:32:28,01:09:03,01:47:12,02:29:40
4949,11745,FATIMA PAOLA GONZALEZ SAMPIERI,03:35:26,02:37:04,07:26 /km,8.059 km/h,00:34:29,01:12:27,01:51:12,02:29:04
4950,8549,ADRIANA RAYA HERRERA,03:25:50,02:37:05,07:26 /km,8.059 km/h,00:37:05,01:14:10,01:52:13,02:29:28
4951,9788,ERICKA JEANETTE PETLACALCO VELAZQUEZ,03:31:10,02:37:06,07:26 /km,8.058 km/h,00:35:08,01:13:18,01:52:25,02:29:30
4952,6621,ERIKA YAZMIN RAMIREZ MENDOZA,03:16:27,02:37:06,07:26 /km,8.057 km/h,00:34:08,01:10:04,01:49:30,02:29:10
4953,24856,CAROLINA SILVA CASTAÑEDA,03:10:15,02:37:07,07:26 /km,8.057 km/h,00:35:35,01:13:14,01:52:16,02:29:27
4954,4141,VERONICA RODRIGUEZ ALDAMA,03:09:51,02:37:08,07:26 /km,8.055 km/h,00:36:29,01:13:12,01:52:14,02:28:19
4955,11903,ALY ESPINOSA PALMA,03:01:03,02:37:08,07:26 /km,8.055 km/h,00:34:58,01:11:47,01:51:19,02:29:52
4956,15579,DIANA MARISOL FERNANDEZ LOPEZ,03:27:56,02:37:09,07:26 /km,8.054 km/h,00:35:21,01:10:00,01:50:58,02:29:45
4957,21001,KAREN ALAMO AVILA,03:27:56,02:37:10,07:26 /km,8.053 km/h,00:35:58,01:12:04,01:50:08,02:29:12
4958,14562,MAGALY EMILIA TREJO RODRIGUEZ,02:56:31,02:37:11,07:26 /km,8.053 km/h,00:35:08,01:12:58,01:51:22,02:29:44
4959,4129,ANDREA VILANA ANGULO,03:26:38,02:37:11,07:26 /km,8.053 km/h,00:37:57,01:15:13,01:54:23,02:30:02
4960,9011,LIZETH ZERTUCHE ORTUNO,03:26:24,02:37:11,07:26 /km,8.053 km/h,00:34:11,01:09:24,01:49:33,02:29:09
4961,17320,MARIA JOSE GAVALDON ALVA,03:16:30,02:37:12,07:26 /km,8.052 km/h,00:32:12,01:05:54,01:44:56,NA
4962,1435,CYNTHIA PAMELA LÓPEZ GARCÍA,03:08:44,02:37:14,07:26 /km,8.051 km/h,00:34:09,01:19:55,01:54:40,02:29:47
4963,23982,PAULA XIMENA MOYA FERRUSCA,03:27:14,02:37:14,07:26 /km,8.050 km/h,00:34:22,01:09:51,01:47:23,02:28:09
4964,26378,MIRIAM LIZBETH LOPEZ VALVERDE,02:51:22,02:37:15,07:26 /km,8.050 km/h,00:34:10,01:10:13,01:49:47,02:29:39
4965,28676,SHEILA IVONNE VELAZQUEZ SANCHEZ,03:14:24,02:37:15,07:26 /km,8.049 km/h,00:34:27,01:10:48,01:49:46,02:29:10
4966,15835,KATYA PELUSI MEDINA,02:58:45,02:37:15,07:26 /km,8.049 km/h,00:34:06,01:10:23,01:49:04,02:29:12
4967,10694,ZAHARA GÁLVEZ MELGOZA,02:49:25,02:37:15,07:26 /km,8.049 km/h,00:32:14,01:09:02,01:50:31,02:28:49
4968,24002,LAURA ELENA MORALES RODRÍGUEZ,03:14:24,02:37:16,07:26 /km,8.049 km/h,00:34:27,01:10:51,01:49:45,02:29:11
4969,7324,RENATA ORTIZ REYNA,03:10:53,02:37:17,07:26 /km,8.048 km/h,00:34:43,01:10:58,01:49:43,02:29:12
4970,23391,STEPHANY HUERTA MANZANARES,03:24:37,02:37:17,07:26 /km,8.048 km/h,00:35:42,01:12:24,01:50:17,02:29:42
4971,9984,MARÍA PAULA MONTES DESCHAMPS,03:13:01,02:37:18,07:26 /km,8.048 km/h,00:32:38,01:05:34,01:50:48,02:29:15
4972,17926,JACQUELINE GONZÁLEZ LAVAZZI,02:52:56,02:37:18,07:26 /km,8.047 km/h,00:33:53,01:10:14,01:49:45,02:29:12
4973,22014,JUANA ELIZABETH MENDOZA AGUILAR,02:59:46,02:37:19,07:26 /km,8.046 km/h,00:32:31,01:07:20,01:47:22,02:27:45
4974,25650,KARLA PATRICIA SANTOS OCAMPO,02:52:16,02:37:20,07:26 /km,8.046 km/h,00:33:13,01:09:57,01:49:16,02:29:32
4975,21345,XIMENA GARCÍA MURGUÍA,02:54:33,02:37:21,07:26 /km,8.045 km/h,00:31:18,01:08:23,01:49:12,02:29:09
4976,6023,COSTANZA VILLELLA X,03:27:34,02:37:21,07:26 /km,8.045 km/h,00:37:43,01:13:56,01:51:47,02:29:47
4977,3032,MARIAH KARLA ARREOLA ALCÁNTARA,03:08:42,02:37:23,07:26 /km,8.043 km/h,00:39:12,01:16:41,01:55:11,02:30:36
4978,27535,DULCE PEREZ ARREDONDO,03:27:24,02:37:29,07:26 /km,8.038 km/h,00:33:46,01:10:03,01:50:08,02:29:25
4979,2551,NATHALIA GALVÁN MARTÍNEZ,03:28:21,02:37:29,07:26 /km,8.037 km/h,00:36:29,01:12:06,01:49:04,02:29:02
4980,7261,ALEJANDRA PACHECO ZEPEDA,03:26:45,02:37:30,07:26 /km,8.036 km/h,00:37:39,01:14:47,01:54:29,02:29:57
4981,9772,KITZIA ROMERO DE TERREROS,03:14:19,02:37:30,07:26 /km,8.036 km/h,00:33:25,01:08:54,01:50:54,02:30:18
4982,14029,FERNANDA RODOREDA RODRIGUEZ,02:37:31,02:37:31,07:26 /km,8.036 km/h,00:47:31,01:22:06,01:56:49,02:30:43
4983,15324,ANA GOMEZ GARZA,02:53:29,02:37:31,07:26 /km,8.036 km/h,00:34:32,01:10:46,01:54:53,02:30:11
4984,19129,ANA SOFÍA LUNA LOZA,03:28:14,02:37:32,07:26 /km,8.035 km/h,00:36:31,01:11:01,01:46:26,02:29:55
4985,20378,EVA RANGEL MARCELINO,02:54:44,02:37:32,07:26 /km,8.035 km/h,00:32:27,01:08:43,01:49:26,02:30:24
4986,24376,KAREN DANIELA CRUZ HERNANDEZ,03:01:06,02:37:33,07:26 /km,8.035 km/h,00:35:38,01:13:40,01:52:56,02:31:14
4987,17162,XIMENA ESQUIVEL PINA,03:28:52,02:37:33,07:26 /km,8.035 km/h,00:35:49,01:10:45,01:46:57,02:29:04
4988,11861,CLAUDIA LISANDRA GALLEGOS CERVANTES,03:29:11,02:37:34,07:26 /km,8.033 km/h,00:34:07,01:09:35,01:48:40,02:30:08
4989,18871,ANA YELING METZGER HERNÁNDEZ,03:09:01,02:37:36,07:26 /km,8.032 km/h,00:35:08,01:11:03,01:51:35,02:30:09
4990,6642,DIANA GARCÍA SÁNCHEZ,03:26:15,02:37:36,07:26 /km,8.031 km/h,00:36:57,01:14:18,01:53:38,02:31:07
4991,26398,MARTHA SOFIA CABRERA PARRA,03:27:27,02:37:37,07:26 /km,8.031 km/h,00:38:20,01:16:06,01:53:02,02:30:08
4992,12540,DIANA ITZEL PACHECO LOPEZ,03:08:43,02:37:39,07:26 /km,8.029 km/h,00:34:51,01:13:32,NA,NA
4993,27898,BETSABE CORTES BEDOLLA,03:28:11,02:37:40,07:26 /km,8.029 km/h,00:34:49,01:11:10,01:49:20,02:29:05
4994,25933,VALENTINA ORTIZ AMPUDIA,03:27:30,02:37:40,07:26 /km,8.029 km/h,00:38:20,01:16:05,01:53:02,02:30:07
4995,18441,BETANNI REYES SALAS,03:07:59,02:37:40,07:26 /km,8.028 km/h,00:32:01,01:09:08,01:49:07,02:29:38
4996,29842,COPELIA GALICIA SÁNCHEZ,03:26:00,02:37:41,07:26 /km,8.027 km/h,00:36:53,01:13:19,01:51:20,02:29:17
4997,28084,JANETT ESAMANTHA ESPINOSA GALICIA,02:53:28,02:37:42,07:26 /km,8.027 km/h,00:32:28,01:08:25,01:53:41,02:29:56
4998,25183,MONICA MARTINEZ MARTINEZ,03:10:54,02:37:43,07:26 /km,8.026 km/h,00:33:50,01:10:53,01:50:15,02:29:48
4999,4144,INGRID CASTRO OLIVARES,02:50:16,02:37:44,07:26 /km,8.025 km/h,00:32:17,01:10:02,01:51:58,02:30:12
5000,29360,LILIANA ABRIL GONZALEZ ZAPATA,03:37:05,02:37:44,07:26 /km,8.025 km/h,00:36:00,01:12:51,01:52:37,02:30:53
5001,19368,ELBA PAOLA INTERRANTE LOPEZ,03:08:45,02:37:44,07:26 /km,8.025 km/h,00:34:54,01:12:30,01:51:58,02:30:12
5002,18972,ANA BELEM RUIZ AVILA,03:15:02,02:37:45,07:26 /km,8.025 km/h,00:33:47,01:08:41,01:47:20,02:27:56
5003,12926,ANGELES GUADALUPE PÉREZ VARGAS,03:15:48,02:37:46,07:26 /km,8.024 km/h,00:32:47,01:09:04,01:48:12,02:29:49
5004,9154,KAREN ITZEL GUZMAN JARA,03:25:12,02:37:46,07:26 /km,8.023 km/h,00:35:03,01:10:58,01:50:17,02:29:20
5005,16446,INGRID REYES CASAS,03:27:40,02:37:47,07:26 /km,8.022 km/h,00:37:17,01:14:53,01:53:12,02:30:22
5006,13230,LESLIE SOFIA GARCIA CASTAÑEDA,02:59:49,02:37:48,07:26 /km,8.021 km/h,00:34:06,01:10:18,01:52:11,02:29:50
5007,7801,PAOLA RUEDA TORRES,02:52:15,02:37:52,07:26 /km,8.019 km/h,00:35:41,01:13:38,01:53:30,02:30:23
5008,28657,ARCELIA SOTELO BUCIO,02:56:28,02:37:52,07:26 /km,8.018 km/h,00:36:56,01:12:47,01:59:31,02:31:40
5009,6541,IVONNE MUNGUÍA CAVITA,03:11:01,02:37:52,07:26 /km,8.018 km/h,00:37:27,01:17:05,01:55:20,02:30:55
5010,25843,FERNANDA CARRANZA GONZÁLEZ,03:16:52,02:37:54,07:26 /km,8.016 km/h,00:35:24,01:12:01,01:52:38,02:30:18
5011,23861,ISABELA LLANO FONSECA FONSECA,03:27:51,02:37:54,07:26 /km,8.016 km/h,00:35:38,01:12:35,01:52:43,02:30:21
5012,21589,MARGAUX GUYON VEUILLET,03:28:17,02:37:55,07:26 /km,8.016 km/h,00:35:09,01:10:38,01:47:48,02:30:07
5013,15333,ANA BELEN GUTIÉRREZ CRUZ,03:08:31,02:37:55,07:26 /km,8.015 km/h,00:35:10,01:12:45,01:53:16,02:29:44
5014,10318,DANIELA JATZARY DUARTE PÉREZ,03:27:26,02:37:56,07:26 /km,8.014 km/h,00:36:23,01:12:27,01:51:05,02:30:18
5015,9972,JACQUELINE GONZÁLEZ DOMINGUEZ,03:11:37,02:37:56,07:26 /km,8.014 km/h,00:34:16,01:12:25,01:52:07,02:29:41
5016,20456,STEFANY BAUTISTA HERNANDEZ,03:10:52,02:37:57,07:26 /km,8.014 km/h,00:35:25,01:14:01,01:53:08,02:31:11
5017,4078,GEMA FUENTES CASTILLO,03:28:12,02:37:57,07:26 /km,8.014 km/h,00:37:14,01:14:33,01:52:56,02:30:02
5018,16854,MELISSA LORENA RODRIGUEZ ORTIZ,03:10:59,02:37:59,07:26 /km,8.013 km/h,00:35:23,01:11:32,01:51:16,02:30:30
5019,25958,KARLA REBOLLO CÁRDENAS,03:34:09,02:37:59,07:26 /km,8.012 km/h,00:36:18,01:14:10,01:52:30,02:30:49
5020,7091,ALINA HERNÁNDEZ LACROIX,03:27:31,02:37:59,07:26 /km,8.012 km/h,00:36:25,01:12:28,01:50:38,02:30:19
5021,27828,MARIA FERNANDA GARCIA ALBARRAN,03:24:40,02:38:02,07:29 /km,8.009 km/h,00:33:37,01:09:44,01:48:45,02:29:55
5022,26488,CECILIA BALCÁZAR TORRES,03:29:18,02:38:03,07:29 /km,8.008 km/h,00:35:47,01:11:36,01:51:15,02:30:13
5023,15795,IVONNE JUAREZ RUIZ,02:58:25,02:38:04,07:29 /km,8.008 km/h,00:38:07,01:15:00,01:52:25,02:30:15
5024,4614,NINA CHRISTIE X,03:09:18,02:38:04,07:29 /km,8.008 km/h,00:35:55,01:13:57,01:53:09,02:30:19
5025,2769,KRISTY PAREDES VARGAS,02:49:37,02:38:04,07:29 /km,8.008 km/h,00:36:11,01:13:38,01:52:48,02:30:06
5026,6447,MONICA GALLEGOS HOYOS,03:10:54,02:38:05,07:29 /km,8.008 km/h,00:33:07,01:05:26,01:52:36,02:30:57
5027,3166,ALEJANDRA GARCIA CALDERON,02:58:26,02:38:06,07:29 /km,8.007 km/h,00:38:08,01:15:00,01:52:26,02:30:14
5028,15002,BRENDA LIZETH CAMPOS NAJERA,03:24:43,02:38:06,07:29 /km,8.007 km/h,00:31:23,01:09:34,01:49:20,02:29:19
5029,23684,PAOLA SEPULVEDA GARCIA,02:57:43,02:38:08,07:29 /km,8.005 km/h,00:38:04,01:15:58,01:53:58,02:30:50
5030,23690,ROSA ELENA VERDUZCO CASTILLEJA,02:57:44,02:38:08,07:29 /km,8.005 km/h,00:38:04,01:15:57,01:53:58,02:30:51
5031,28852,MARIANA VILCHIS PÉREZ,02:54:50,02:38:09,07:29 /km,8.004 km/h,00:32:03,01:08:27,01:49:42,02:30:50
5032,3258,ANA KAREN VELAZQUEZ CUEVAS,03:00:03,02:38:09,07:29 /km,8.004 km/h,00:36:21,01:13:12,01:53:22,02:30:24
5033,6460,DANIELA MORALES GALVÁN DUQUE,02:49:35,02:38:09,07:29 /km,8.003 km/h,00:35:50,01:14:27,01:52:25,02:30:09
5034,10037,GLORIA ESTHER ROBREDO GALINDO,03:10:36,02:38:10,07:29 /km,8.003 km/h,00:36:42,01:13:16,01:50:47,02:29:50
5035,8079,ESMERALDA JESSICA ATLATENCO JUAREZ,03:25:07,02:38:10,07:29 /km,8.003 km/h,00:35:28,01:12:44,01:51:42,02:30:19
5036,15626,VALERIA VILCHIS FLORES,03:12:52,02:38:11,07:29 /km,8.002 km/h,00:33:53,01:10:21,01:50:52,02:30:19
5037,19333,LIZBETH LAZO BARRIGA,03:25:37,02:38:12,07:29 /km,8.002 km/h,00:35:06,01:12:12,01:51:20,02:29:46
5038,17120,AIDE ALVAREZ NÁJERA,03:31:02,02:38:12,07:29 /km,8.001 km/h,00:32:18,01:05:29,01:57:45,02:31:09
5039,16004,DIANA VICTORIA OCAMPO MORENO,03:27:57,02:38:13,07:29 /km,8.000 km/h,00:35:33,01:11:39,01:51:08,02:30:18
5040,11999,MARIANA SAN GERMAN LOPEZ,03:29:29,02:38:15,07:29 /km,7.998 km/h,00:37:00,01:15:19,01:53:01,02:30:15
5041,16209,STEPHANIE LOJERO SORIANO,03:09:29,02:38:16,07:29 /km,7.998 km/h,00:35:30,01:12:57,01:52:14,02:30:44
5042,13020,BRENDA ALICIA SOSA BARRERA,03:27:21,02:38:16,07:29 /km,7.998 km/h,00:37:05,01:11:14,02:00:30,02:32:17
5043,23888,JOSELYNE LILIANA GONZALEZ DIAZ,03:25:59,02:38:16,07:29 /km,7.998 km/h,00:32:55,01:07:59,01:47:31,02:29:12
5044,22261,ANDREA PRECIADO SAMANO,03:09:13,02:38:21,07:29 /km,7.993 km/h,00:35:28,01:15:36,01:54:08,02:31:24
5045,20019,EMMA CARMONA HUITRON,03:29:37,02:38:21,07:29 /km,7.993 km/h,00:34:49,01:11:05,01:49:49,02:30:07
5046,22712,SOFÍA ANDREA VÁZQUEZ PÉREZ,03:29:54,02:38:22,07:29 /km,7.993 km/h,00:36:13,01:14:51,01:53:26,02:31:07
5047,10083,CLAUDIA ANGÉLICA TEPALE MEDINA,03:27:10,02:38:23,07:29 /km,7.992 km/h,00:39:43,01:18:22,01:54:57,02:31:16
5048,17883,ANA CRISTINA MORÓN MUÑIZ,03:27:01,02:38:23,07:29 /km,7.992 km/h,00:36:57,01:14:18,01:53:39,02:31:13
5049,27850,CAMILA AGUILAR DUHEM,02:57:09,02:38:23,07:29 /km,7.992 km/h,00:35:01,01:14:13,01:52:44,02:30:33
5050,3612,MONSERRAT NUNEZ ESPINOSA,03:27:05,02:38:24,07:29 /km,7.992 km/h,00:36:09,01:13:09,01:51:35,02:30:37
5051,21863,EVA MORALES ORTIZ,03:25:44,02:38:24,07:29 /km,7.991 km/h,00:37:17,01:14:05,01:53:08,02:30:49
5052,16410,MIRIAM GONZÁLEZ FRAGOSO,03:11:06,02:38:25,07:29 /km,7.991 km/h,00:33:21,01:09:14,01:50:10,02:30:44
5053,22638,SAMANTHA ELY VALDES RUEDA,03:27:10,02:38:26,07:29 /km,7.989 km/h,00:37:13,01:15:22,01:53:29,02:31:00
5054,1289,CLAUDIA ROSARIO FERRA,03:25:38,02:38:26,07:29 /km,7.989 km/h,00:33:26,01:10:42,01:50:40,02:31:06
5055,1000,ELIZABETH VERASTEGUI BARRANCO,03:26:24,02:38:26,07:29 /km,7.989 km/h,00:32:25,01:04:35,01:56:39,02:31:33
5056,12644,MARIANA LIZBETH QUINTERO MARROQUÍN,02:54:00,02:38:28,07:29 /km,7.988 km/h,00:34:39,01:11:53,01:51:09,02:30:23
5057,23072,ANA PAOLA RIVADENEYRA CAUICH,03:26:38,02:38:28,07:29 /km,7.987 km/h,00:37:47,01:15:52,01:53:40,02:30:35
5058,13651,ARANZAZU AVINA RAMIREZ,03:10:06,02:38:29,07:29 /km,7.987 km/h,00:35:23,01:13:43,01:53:29,02:31:09
5059,28143,DIANA RAMÍREZ DE JESUS,03:09:42,02:38:30,07:29 /km,7.987 km/h,00:34:13,01:12:23,01:52:55,02:30:52
5060,10193,ANA CORTES NOBLE,03:30:11,02:38:31,07:29 /km,7.985 km/h,00:31:58,01:07:44,01:49:25,02:30:45
5061,18005,NOEMI GARCIA LEMUS,03:32:32,02:38:32,07:29 /km,7.985 km/h,00:31:41,01:04:36,01:44:27,02:30:30
5062,2579,MAIRA PINON ESQUIVEL,02:57:36,02:38:33,07:29 /km,7.984 km/h,00:34:51,01:12:32,01:53:38,02:31:06
5063,28370,PAMELA ESTHELA MARTINEZ BAILON,03:44:33,02:38:34,07:29 /km,7.983 km/h,00:35:41,01:13:13,01:51:58,02:30:40
5064,1405,LORENZA ZENTENO NAVA,03:18:52,02:38:34,07:29 /km,7.982 km/h,00:32:00,01:08:33,01:50:14,02:31:08
5065,11125,ANA PAULA NANDAYAPA ROBLES,03:28:00,02:38:37,07:29 /km,7.981 km/h,00:37:15,01:14:55,01:53:33,02:31:02
5066,20723,MINERVA GABRIELA ALVAREZ OLIVER,03:17:17,02:38:37,07:29 /km,7.980 km/h,00:35:25,01:14:59,01:58:23,02:31:28
5067,21255,YAMILETH ORTEGA LOPEZ,03:01:45,02:38:38,07:29 /km,7.980 km/h,00:35:24,01:13:39,01:53:01,02:30:20
5068,11350,ANA KAREN VERA VEGA,03:26:09,02:38:40,07:29 /km,7.978 km/h,00:38:11,01:14:15,01:52:28,02:29:51
5069,3937,ALEJANDRA SOSA ACOSTA,03:26:42,02:38:42,07:29 /km,7.977 km/h,00:35:37,01:15:28,01:55:30,02:31:29
5070,7403,MARA RODRIGUEZ MARTINEZ DEL SOBRAL,02:57:46,02:38:46,07:29 /km,7.973 km/h,00:32:34,01:10:17,01:52:57,02:31:50
5071,13091,ALMA XITLALIC GONZALEZ CONSTANTINO,03:28:36,02:38:46,07:29 /km,7.972 km/h,01:12:13,01:51:29,02:31:00,NA
5072,25674,LAURA PAULINA FIGUEROA SANCHEZ,03:16:57,02:38:50,07:29 /km,7.969 km/h,00:32:46,01:09:53,01:49:53,02:30:28
5073,7146,XIMENA GOMEZ SOTRES,03:16:59,02:38:51,07:29 /km,7.968 km/h,00:32:45,01:09:53,01:49:52,02:30:28
5074,8515,SOFÍA ARENAS URBINA,03:12:35,02:38:52,07:29 /km,7.968 km/h,00:35:23,01:12:33,01:52:10,02:30:59
5075,23112,MARCELA SILVA VILLARREAL,02:59:41,02:38:53,07:29 /km,7.967 km/h,00:33:23,01:10:15,01:49:01,02:30:11
5076,24100,SUSANA JARAMILLO REYES,03:28:54,02:38:55,07:29 /km,7.966 km/h,00:34:40,01:10:05,01:50:30,02:30:19
5077,21233,ERIKA MARIANA GOMEZ MEDINA,03:09:21,02:38:57,07:29 /km,7.963 km/h,00:32:20,01:11:35,01:51:28,02:30:46
5078,27253,MARIANA PINEDA CASTILLO,03:10:11,02:38:57,07:29 /km,7.963 km/h,00:33:51,01:12:19,01:53:00,02:31:06
5079,26634,METZTLI ABIGAIL BENAVIDES FIGUEROA,03:28:21,02:38:57,07:29 /km,7.963 km/h,00:36:12,01:13:55,01:53:04,02:31:40
5080,27519,MAYRA DE LA CRUZ PÉREZ,03:31:48,02:38:59,07:29 /km,7.962 km/h,00:34:13,01:08:51,01:55:42,02:31:47
5081,7893,PAOLA GONZALEZ TAMAYO,03:27:09,02:39:00,07:29 /km,7.961 km/h,00:36:32,01:11:53,01:50:20,02:30:25
5082,7972,MARÍA JOSÉ GARCÍA TERRAZAS,03:26:52,02:39:00,07:32 /km,7.961 km/h,00:35:59,01:11:53,01:53:01,02:31:02
5083,22002,CLARA ZACIL LOZANO OLGUIN,03:15:31,02:39:01,07:32 /km,7.961 km/h,00:32:59,01:08:27,01:51:40,02:32:11
