...1,BIB,Nombre,Tiempo Oficial,Tiempo Chip,Paso por Km,Velocidad Media,Split 5k,Split 10k,Split 15k,Split 20k
4826,21062,MIGUEL CHAVEZ MONTOYA,02:57:09,02:24:38,06:49 /km,8.752 km/h,00:33:40,01:06:13,01:41:06,02:16:36
4827,7767,JULIO CESAR WEIGEND CANSECO,03:14:15,02:24:38,06:49 /km,8.751 km/h,00:35:48,01:12:28,01:47:13,02:18:25
4828,13574,KEVIN JONGUITUD ZUMAYA,03:16:44,02:24:39,06:49 /km,8.751 km/h,00:35:10,01:09:53,01:44:46,02:17:55
4829,1359,LUIS ALFREDO PORTILLA MONTERO,02:38:12,02:24:39,06:49 /km,8.750 km/h,00:30:53,01:04:13,01:42:35,02:17:20
4830,18067,SERGIO VARGAS HERNANDEZ,02:57:08,02:24:41,06:49 /km,8.749 km/h,00:32:23,01:05:01,01:41:11,02:17:09
4831,13428,JAVIER POSADAS JIMÉNEZ,02:55:50,02:24:41,06:49 /km,8.749 km/h,00:33:39,01:07:46,01:43:37,02:17:14
4832,19390,ENRIQUE JEZAEL CANO LOPEZ,03:16:00,02:24:41,06:49 /km,8.748 km/h,00:35:45,01:10:47,01:45:01,02:18:31
4833,17725,JUAN MANUEL PEREZ MARQUEZ,02:58:45,02:24:42,06:49 /km,8.747 km/h,00:34:30,01:09:14,01:42:56,02:18:06
4834,17563,FRANCISCO UNGSON SOTO,02:55:46,02:24:42,06:49 /km,8.747 km/h,00:30:52,01:03:44,01:39:34,02:17:06
4835,8937,ADRIÁN GARCÍA CUÉLLAR,02:38:48,02:24:43,06:49 /km,8.747 km/h,00:31:41,01:04:54,01:40:28,02:16:49
4836,18899,ABRAHAM GARZA REBOLLAR,03:12:06,02:24:44,06:49 /km,8.746 km/h,00:30:38,01:04:05,01:40:53,02:17:18
4837,27960,MARIO IVAN BERRIOZABAL REYES,03:13:51,02:24:44,06:49 /km,8.746 km/h,00:34:07,01:07:21,01:42:46,02:17:20
4838,23577,FERNANDO MANUEL HERNÁNDEZ ROSAS,02:59:07,02:24:44,06:49 /km,8.745 km/h,00:34:45,01:07:38,01:42:05,02:17:13
4839,5166,DANIEL AGUILAR RAMOS,02:31:07,02:24:45,06:49 /km,8.744 km/h,00:27:15,00:58:12,01:35:45,02:15:51
4840,28600,ALBERTO MALDONADO HERNÁNDEZ,02:59:14,02:24:45,06:49 /km,8.744 km/h,00:34:04,01:08:16,01:42:56,02:17:40
4841,638,RICARDO CASTANEDA GONZÁLEZ,03:12:53,02:24:47,06:49 /km,8.742 km/h,00:35:00,01:10:25,01:45:07,02:18:35
4842,26666,NORBERTO RIVERA SOSA,03:13:29,02:24:47,06:49 /km,8.742 km/h,00:34:29,01:08:27,01:43:50,02:17:55
4843,21625,RICARDO CASAS SAUZA,02:57:08,02:24:50,06:49 /km,8.739 km/h,00:35:00,01:09:37,01:44:47,02:18:16
4844,14469,VÍCTOR ALFONSO QUIROZ MORALES,02:44:57,02:24:51,06:49 /km,8.739 km/h,00:29:01,00:59:44,01:33:55,02:14:53
4845,25363,MIGUEL ANGEL ROJAS SOTO,02:57:17,02:24:51,06:49 /km,8.738 km/h,00:34:26,01:08:58,01:44:07,02:17:43
4846,12654,FERNANDO VARGAS CANCINO,03:13:09,02:24:51,06:49 /km,8.738 km/h,00:33:51,01:06:42,01:41:35,02:17:50
4847,13674,SANTIAGO RIVERA HARARI,03:07:19,02:24:52,06:49 /km,8.738 km/h,00:30:48,01:03:22,01:39:09,02:16:47
4848,13088,JUAN ANTONIO SERAFÍN BECERRIL,02:57:34,02:24:52,06:49 /km,8.737 km/h,00:31:50,01:04:05,01:41:28,02:17:55
4849,3547,JOSE PABLO VALENZO NAVA,02:42:09,02:24:53,06:49 /km,8.737 km/h,00:31:12,01:03:08,01:44:13,02:18:48
4850,17317,CRISTIAN IVAN TORRES VALDOVINOS,02:55:19,02:24:53,06:49 /km,8.736 km/h,00:33:22,01:07:55,01:44:50,02:17:52
4851,12060,YAIR RODRÍGUEZ JIMÉNEZ,02:55:24,02:24:54,06:49 /km,8.735 km/h,00:30:37,01:02:50,01:39:27,02:16:36
4852,8664,DANIEL MUNOZ ZINTZUN,02:59:02,02:24:54,06:49 /km,8.735 km/h,00:35:48,01:10:08,01:43:28,02:17:57
4853,17229,MALCOLM BRIAN POHLS RIVERA,02:58:26,02:24:56,06:49 /km,8.733 km/h,00:33:47,01:06:51,01:41:15,02:17:38
4854,17488,ALEJANDRO SOLIS HERNANDEZ,02:57:33,02:24:59,06:49 /km,8.731 km/h,00:34:45,01:09:10,01:43:18,02:17:52
4855,9064,ENRIQUE VELAZQUEZ ESPINOSA,02:59:29,02:24:59,06:49 /km,8.730 km/h,00:33:56,01:08:47,01:43:32,02:17:35
4856,6625,DIEGO SÁNCHEZ PADILLA,03:12:40,02:25:00,06:49 /km,8.730 km/h,00:33:26,01:06:53,01:41:30,02:17:14
4857,7476,CESAR EDUARDO HERNANDEZ CERVANTES,02:41:01,02:25:00,06:49 /km,8.730 km/h,00:29:49,01:01:26,01:39:46,02:17:20
4858,22108,EDUARDO MURIEL MONTERO,02:57:34,02:25:01,06:52 /km,8.729 km/h,00:36:49,01:11:04,01:45:55,02:18:35
4859,17872,MILTON SAUL RAMIREZ BECERRIL,03:00:11,02:25:03,06:52 /km,8.727 km/h,00:33:21,01:07:03,01:42:12,02:17:39
4860,1224,JAVIER PASCAL FLORES,03:14:42,02:25:03,06:52 /km,8.727 km/h,00:33:32,01:06:41,01:42:18,02:17:50
4861,22488,MARCO ANTONIO HERNÁNDEZ ONOFRE,03:13:40,02:25:04,06:52 /km,8.726 km/h,00:34:05,01:06:59,01:41:26,02:17:19
4862,25715,PABLO LUNA DIEP,03:02:08,02:25:04,06:52 /km,8.726 km/h,00:36:21,01:09:54,01:45:17,02:17:40
4863,8448,EDUARDO TREJO LOPEZ,02:45:09,02:25:04,06:52 /km,8.725 km/h,00:35:10,01:09:59,01:44:20,02:18:10
4864,4921,MIN WOOK HUH X,02:58:39,02:25:05,06:52 /km,8.725 km/h,00:36:47,01:13:19,01:46:41,02:18:23
4865,29774,ORLANDO DOMINGUEZ CORONA,03:13:11,02:25:05,06:52 /km,8.725 km/h,00:32:44,01:06:40,01:43:37,02:17:38
4866,26569,ARTURO GOMEZ HERNANDEZ,02:57:09,02:25:06,06:52 /km,8.724 km/h,00:34:40,01:08:22,01:46:03,02:17:46
4867,19160,HUGO MANUEL RODRÍGUEZ SANCHEZ,03:13:04,02:25:06,06:52 /km,8.723 km/h,00:33:15,01:06:38,01:41:22,02:17:03
4868,7694,GERARDO RAMIREZ GARCÍA,02:57:12,02:25:09,06:52 /km,8.720 km/h,00:34:26,01:07:20,01:41:22,02:17:17
4869,14781,DANIEL PACHECO ZENTENO,02:58:55,02:25:09,06:52 /km,8.720 km/h,00:33:51,01:07:56,01:42:49,02:18:17
4870,26803,ROBERTO FERNANDEZ GRAJALES,03:16:41,02:25:10,06:52 /km,8.720 km/h,00:34:59,01:09:42,01:43:54,02:17:57
4871,21293,PATRICK SKERTCHLY PINA,03:01:53,02:25:10,06:52 /km,8.720 km/h,00:33:59,01:08:55,01:43:28,02:18:44
4872,4678,ENRIQUE RAPHAEL X,03:14:03,02:25:13,06:52 /km,8.717 km/h,00:36:00,01:10:58,01:45:31,02:18:58
4873,17991,VINICIUS VISINTAINER OLIVEIRA,03:13:09,02:25:14,06:52 /km,8.715 km/h,00:33:29,01:06:31,01:42:37,02:16:56
4874,25944,INAKY LEMUS GOMEZ,03:03:01,02:25:14,06:52 /km,8.715 km/h,00:32:45,01:06:35,01:41:21,02:17:38
4875,3855,DIEGO FERNANDO DELGADILLO AGUILAR,03:12:30,02:25:15,06:52 /km,8.715 km/h,00:30:12,01:00:08,01:36:11,02:16:39
4876,16530,ERICK RICO ESPARZA,02:55:58,02:25:15,06:52 /km,8.715 km/h,00:30:46,01:03:36,01:39:08,02:16:50
4877,23183,ANTONIO DE JESUS MORALES CASTELLANOS,03:03:04,02:25:17,06:52 /km,8.712 km/h,00:31:45,01:04:38,01:42:22,02:17:41
4878,7881,LEONARDO ESTRADA ALARCON,02:58:11,02:25:18,06:52 /km,8.712 km/h,00:28:14,01:01:05,01:36:53,02:17:11
4879,21957,RODRIGO ARROYO CUENCA,03:13:49,02:25:18,06:52 /km,8.711 km/h,00:35:17,01:08:55,01:44:33,02:18:44
4880,13006,LUIS ALBERTO RODRIGUEZ AROCHI,02:44:58,02:25:19,06:52 /km,8.711 km/h,00:31:13,01:09:08,01:41:34,02:18:41
4881,4609,JUAN CARLOS GIRON X,02:56:06,02:25:19,06:52 /km,8.710 km/h,00:31:07,01:03:32,01:41:43,02:17:14
4882,3944,JORGE CAMACHO REYES,03:14:49,02:25:19,06:52 /km,8.710 km/h,00:37:08,01:11:13,01:45:07,02:18:14
4883,4253,ALEJANDRO VELEZ CANELA,03:14:47,02:25:20,06:52 /km,8.710 km/h,00:31:43,01:03:02,01:38:03,02:16:58
4884,12290,OMAR JESUS BRITO TEOLOTITLA,03:12:08,02:25:22,06:52 /km,8.707 km/h,00:30:37,01:03:27,01:37:59,02:18:00
4885,7653,OSCAR OLIVO MOLINA,03:18:19,02:25:23,06:52 /km,8.707 km/h,00:35:52,01:26:52,02:20:00,NA
4886,11989,GONZALO AMADOR HERNÁNDEZ,03:14:00,02:25:24,06:52 /km,8.706 km/h,00:33:36,01:33:55,02:16:40,NA
4887,12583,IVAN ONTIVEROS PEREZ,03:13:36,02:25:29,06:52 /km,8.700 km/h,00:29:55,01:02:32,01:39:02,02:17:25
4888,29983,ANDRE BILSE CISNEROS,02:58:18,02:25:30,06:52 /km,8.700 km/h,00:32:30,01:05:26,01:41:32,02:18:22
4889,6516,FRANCISCO CORRO CRUZ,02:59:00,02:25:30,06:52 /km,8.699 km/h,00:34:16,01:07:14,01:45:06,02:18:22
4890,12657,DAVID ESTEBAN MIRANDA VARGAS,02:58:27,02:25:32,06:52 /km,8.698 km/h,00:35:34,01:09:59,01:44:01,02:17:57
4891,680,DIEGO BLANCAS ESTRELLA,03:14:25,02:25:32,06:52 /km,8.698 km/h,00:35:17,01:08:47,01:42:04,02:17:39
4892,9222,VICTOR DANIEL GARDUÑO FONSECA,02:37:02,02:25:32,06:52 /km,8.698 km/h,00:30:14,01:03:32,01:39:50,02:17:47
4893,20126,YERED GRAJEDA ARANDA,03:01:36,02:25:33,06:52 /km,8.697 km/h,00:35:12,01:09:45,01:45:05,02:18:25
4894,4644,JESUS MANCERA X,02:58:54,02:25:35,06:52 /km,8.694 km/h,00:31:21,01:02:42,01:39:53,02:18:29
4895,25704,VÍCTOR MANUEL MARTINEZ ORTEGA,03:14:18,02:25:35,06:52 /km,8.694 km/h,00:34:26,01:08:23,01:43:36,02:18:18
4896,9464,JOSHUA SOTO MUJICA,02:40:36,02:25:37,06:52 /km,8.693 km/h,00:33:07,01:05:46,01:42:43,02:18:31
4897,21371,JUAN CARLOS MIRANDA HERNÁNDEZ,02:39:10,02:25:37,06:52 /km,8.692 km/h,00:35:00,01:09:10,01:43:16,02:18:02
4898,26237,JOSÉ EDUARDO RUIZ DE CHÁVEZ CASTILLO,02:38:53,02:25:39,06:52 /km,8.691 km/h,00:33:29,01:04:23,01:39:13,02:18:10
4899,1629,ALEXANDER SAUL AGUILERA CASTANEDA,03:14:20,02:25:40,06:52 /km,8.690 km/h,00:33:51,01:06:53,01:41:12,02:18:16
4900,5565,GONZALO EMMANUEL INIGUEZ YANEZ,02:45:19,02:25:40,06:52 /km,8.690 km/h,00:33:23,01:08:12,01:44:23,02:18:55
4901,1431,DENNIS TORRES GUERRERO,02:32:08,02:25:40,06:52 /km,8.689 km/h,00:32:34,01:07:04,01:43:37,02:18:38
4902,11904,FELIPE ERNESTO VERA CORONA,02:43:29,02:25:43,06:52 /km,8.687 km/h,00:29:23,01:01:41,01:37:57,02:17:51
4903,24201,NAYAR ADAIR PERALTA RAMÍREZ,02:58:58,02:25:43,06:52 /km,8.686 km/h,00:31:43,01:04:06,01:39:45,02:18:01
4904,10616,EDUARDO IBARRA TAVERA,02:37:16,02:25:44,06:52 /km,8.685 km/h,00:29:14,01:09:29,01:44:34,02:19:19
4905,28934,RAFAEL LOPEZ MENDOZA,02:57:57,02:25:44,06:52 /km,8.685 km/h,00:28:09,01:06:22,01:44:15,02:18:30
4906,625,DIEGO ROJINA ZACARIAS,02:56:19,02:25:46,06:52 /km,8.684 km/h,00:33:49,01:08:26,01:44:01,02:18:40
4907,22814,JORGE LAGUNAS HEREDIA,03:12:44,02:25:47,06:52 /km,8.683 km/h,00:32:49,01:06:47,01:42:01,02:18:04
4908,25976,ALEJANDRO FITZ ALVAREZ,02:56:33,02:25:47,06:52 /km,8.683 km/h,00:30:59,01:03:20,01:37:42,02:16:58
4909,26007,JULIAN NIVIA X,03:14:43,02:25:50,06:52 /km,8.679 km/h,00:34:29,01:09:00,01:43:45,02:18:55
4910,6031,JORGE MAURICIO GARRIDO URIBE,02:32:34,02:25:52,06:52 /km,8.677 km/h,00:28:55,01:00:30,01:38:14,02:18:25
4911,17981,JOSÉ PABLO LARIOS DE PREVOISIN,02:45:17,02:25:53,06:52 /km,8.677 km/h,00:31:47,01:04:00,01:39:42,02:18:30
4912,20169,JESUS RAUL CISNEROS LARA,03:03:46,02:25:54,06:52 /km,8.676 km/h,00:35:32,01:10:45,01:45:05,02:18:41
4913,22210,MARIO FRAGOSO VALDEZ,02:56:19,02:25:54,06:52 /km,8.675 km/h,00:33:21,01:08:23,01:44:01,02:18:52
4914,27322,ANTONIO BUCH CONTRERAS,03:14:48,02:25:57,06:52 /km,8.673 km/h,00:33:37,01:06:12,01:41:57,02:18:28
4915,28418,JOSE MIGUEL CULEBRO ZEPEDA,03:01:38,02:26:01,06:55 /km,8.669 km/h,00:33:44,01:08:17,01:43:23,02:18:31
4916,15488,MANUEL ARTURO DIEZ GUTIERREZ MANON,02:43:14,02:26:03,06:55 /km,8.667 km/h,00:36:15,01:10:26,01:44:22,02:18:55
4917,16452,RAFAEL JIMENENEZ QUIROZ,02:57:38,02:26:04,06:55 /km,8.666 km/h,00:33:56,01:07:39,01:42:08,02:18:05
4918,15892,LANDER CANALES CISNEROS,02:59:37,02:26:04,06:55 /km,8.666 km/h,00:37:10,01:12:27,01:46:54,02:18:59
4919,14274,OSCAR MANUEL RUIZ HURTADO,03:05:13,02:26:06,06:55 /km,8.664 km/h,00:32:49,01:06:18,01:41:21,02:17:29
4920,11479,MARIO NAVA CASTILLO,02:40:09,02:26:07,06:55 /km,8.663 km/h,00:34:18,01:12:30,01:46:19,02:19:27
4921,14543,JULIAN VALENTÍN HERNÁNDEZ MEJÍA,03:02:19,02:26:09,06:55 /km,8.661 km/h,00:34:45,01:09:39,01:45:19,02:19:22
4922,20372,JOSÉ ANTONIO ARREOLA MARTÍNEZ,03:20:22,02:26:10,06:55 /km,8.660 km/h,00:34:08,01:09:55,01:45:12,02:19:19
4923,6435,JESUS JUAN MANUEL VALERA VILLARREAL,03:14:34,02:26:11,06:55 /km,8.659 km/h,00:32:24,01:06:51,01:45:20,02:19:29
4924,8397,OMAR GARCIA SERRANO,02:41:02,02:26:12,06:55 /km,8.658 km/h,00:32:49,01:07:47,01:43:38,02:18:48
4925,16483,RAYMUNDO ADAN RAMIREZ ROSAS,02:38:04,02:26:14,06:55 /km,8.656 km/h,00:29:32,01:01:13,01:37:53,02:18:05
4926,21282,ALEJANDRO JAVIER SANCHEZ SERRATO,03:00:49,02:26:15,06:55 /km,8.656 km/h,00:30:56,01:05:12,01:41:46,02:18:21
4927,14913,JORGE ALBERTO GANDARA PULIDO,03:12:51,02:26:15,06:55 /km,8.656 km/h,00:26:52,01:09:16,01:41:00,02:19:03
4928,26449,RODRIGO TREJO GONZALEZ,03:04:35,02:26:15,06:55 /km,8.655 km/h,00:39:37,01:15:50,01:49:09,02:19:51
4929,28332,JUAN PABLO BLANCO GARCÍA,03:14:42,02:26:15,06:55 /km,8.655 km/h,00:30:22,01:05:30,01:43:21,02:19:08
4930,19663,ESTEBAN MENDOZA TELLEZ,03:02:24,02:26:17,06:55 /km,8.654 km/h,00:33:09,01:06:31,01:42:14,02:18:40
4931,21685,KEVIN GONZALEZ PIMENTEL,02:59:21,02:26:17,06:55 /km,8.653 km/h,00:30:16,01:04:36,01:41:49,02:18:04
4932,6166,JOSE EDUARDO OLIVER ESTRADA,02:59:10,02:26:18,06:55 /km,8.653 km/h,00:33:38,01:07:53,01:41:10,02:19:48
4933,8353,LUIS ALBERTO OSORIO MARTINEZ,03:12:58,02:26:19,06:55 /km,8.652 km/h,00:31:25,01:05:52,01:41:31,02:19:05
4934,3774,RENE MUNOZ MANRIQUE,03:00:29,02:26:22,06:55 /km,8.648 km/h,00:34:56,01:09:22,01:45:04,02:19:08
4935,23017,OSCAR ALBERTO CHAVEZ HERRERA,02:56:58,02:26:23,06:55 /km,8.648 km/h,00:32:05,01:06:13,01:42:51,02:19:04
4936,20469,PABLO RODRIGO FLORES TEJEDA,03:15:02,02:26:23,06:55 /km,8.648 km/h,00:30:37,01:03:07,01:39:44,02:19:34
4937,18521,FERMIN BARBA GONZÁLEZ,02:59:10,02:26:23,06:55 /km,8.647 km/h,00:34:35,01:08:11,01:43:27,02:19:01
4938,13628,ESTEBAN IVAN ROJAS HERNÁNDEZ,03:20:42,02:26:24,06:55 /km,8.647 km/h,00:32:39,01:06:45,01:43:42,02:19:23
4939,27941,IRVING ARMANDO NAVA GOMEZ,02:38:11,02:26:24,06:55 /km,8.647 km/h,00:30:28,01:03:35,01:37:43,02:18:55
4940,29453,JORGE SILVA PUEBLA,02:42:30,02:26:24,06:55 /km,8.647 km/h,00:33:44,01:08:42,01:44:36,02:19:18
4941,29168,DANIEL RODRÍGUEZ LANE,03:17:48,02:26:24,06:55 /km,8.647 km/h,00:33:51,01:06:55,01:46:29,02:19:04
4942,29672,MAURICIO ASALI DE ALBA,03:17:32,02:26:25,06:55 /km,8.645 km/h,00:32:59,01:07:46,01:43:03,02:18:54
4943,14970,LUIS ALBERTO CAMAS TRUJILLO,02:58:40,02:26:25,06:55 /km,8.645 km/h,00:31:02,01:05:50,01:39:56,02:19:20
4944,23964,VÍCTOR HUGO GUTIÉRREZ RIVERA,02:57:14,02:26:26,06:55 /km,8.645 km/h,00:27:57,01:00:26,01:38:33,02:18:45
4945,8087,FERNANDO ATLATENCO TEZMOL,03:13:23,02:26:27,06:55 /km,8.644 km/h,00:31:44,01:06:45,01:44:02,02:19:30
4946,5159,DANIEL HERNANDEZ BAUTISTA,03:15:25,02:26:27,06:55 /km,8.644 km/h,00:35:04,01:09:37,01:44:55,02:19:16
4947,29669,RODRIGO ANGELES MERAZ,03:15:29,02:26:27,06:55 /km,8.644 km/h,00:37:06,01:12:10,01:47:04,02:19:24
4948,29682,LUIS ALFREDO ANGELES MERAZ,03:15:29,02:26:28,06:55 /km,8.643 km/h,00:37:06,01:12:12,01:47:06,02:19:24
4949,18584,ALEJANDRO JAVIER TEJEDA JIMENEZ,03:02:33,02:26:28,06:55 /km,8.643 km/h,00:29:56,01:17:30,01:48:28,02:19:19
4950,15587,JONATHAN GONZALEZ GONZALEZ,02:38:03,02:26:28,06:55 /km,8.643 km/h,00:31:19,01:06:22,01:43:08,02:18:58
4951,4597,MARIO ADALBERTO ORDOÑEZ CONSTANTINO,02:41:11,02:26:34,06:55 /km,8.637 km/h,00:32:32,01:06:56,01:43:20,02:18:52
4952,28801,JESUS JOSSIMAR HERNANDEZ SALINAS,02:42:10,02:26:35,06:55 /km,8.636 km/h,00:30:36,01:00:59,01:38:12,02:17:35
4953,8149,MARCO MONTFORTE ALVAREZ,02:45:10,02:26:35,06:55 /km,8.636 km/h,00:33:25,01:08:18,01:43:39,02:18:50
4954,9407,CRISTIAN ALEJANDRO SANTOS NIEVES,03:34:50,02:26:36,06:55 /km,8.635 km/h,00:30:27,01:04:25,01:40:45,02:19:03
4955,13944,RAUL ABDIEL ROSALES BENITEZ,03:30:05,02:26:36,06:55 /km,8.635 km/h,00:27:34,00:59:54,01:40:22,02:19:49
4956,11575,ATZIN NATANAEL CRUZ GUEVARA,03:13:15,02:26:37,06:55 /km,8.634 km/h,00:32:19,01:05:56,01:41:33,02:18:46
4957,16699,ESTEBAN ALONSO MOLINA,03:15:22,02:26:38,06:55 /km,8.633 km/h,00:33:10,01:07:02,01:42:41,02:19:12
4958,14621,PEDRO ALVARADO HERNANDEZ,02:41:50,02:26:40,06:55 /km,8.631 km/h,00:31:55,01:04:29,01:47:25,02:19:44
4959,2098,NADIR ORTIZ VIAZCAN,02:40:26,02:26:41,06:55 /km,8.629 km/h,00:33:36,01:07:54,01:43:20,02:18:53
4960,16180,ARTURO GARCIA LOPEZ,02:41:48,02:26:42,06:55 /km,8.629 km/h,00:33:40,01:06:54,01:41:32,02:18:00
4961,27857,JULIAN ARMANDO AGUILAR JUAREZ,02:58:21,02:26:42,06:55 /km,8.628 km/h,00:29:32,01:00:41,01:36:51,02:18:55
4962,25862,RICARDO ALBERTO SERRANO SARRALDE,02:58:34,02:26:43,06:55 /km,8.628 km/h,00:30:39,01:03:57,01:38:35,02:19:11
4963,15308,GABRIEL LOPEZ MACIAS,03:04:18,02:26:43,06:55 /km,8.627 km/h,00:36:30,01:12:39,01:47:34,02:19:53
4964,3105,BERNARDO TORRUCO PEREZ,02:59:28,02:26:45,06:55 /km,8.625 km/h,00:33:08,01:07:03,01:42:51,02:18:49
4965,8481,ISRAEL DE JESUS BECERRIL BERNAL,02:47:30,02:26:48,06:55 /km,8.623 km/h,00:31:40,01:03:38,01:37:41,02:17:20
4966,16064,LUIS ANTONIO TLAMINTZI CARREON,03:17:14,02:26:49,06:55 /km,8.622 km/h,00:35:29,01:09:50,01:44:41,02:18:57
4967,27156,FERNANDO VELAZQUEZ VAZQUEZ,03:15:42,02:26:52,06:55 /km,8.619 km/h,00:30:07,01:01:49,01:40:42,02:19:51
4968,2516,JULIO EDUARDO ESPINOZA VARGAS,02:59:17,02:26:55,06:55 /km,8.616 km/h,00:35:20,01:09:14,01:43:51,02:19:25
4969,13695,ALVARO PIMENTEL BASURTO,03:39:18,02:26:56,06:55 /km,8.615 km/h,00:30:21,01:03:51,01:39:34,02:18:36
4970,14858,EMMANUEL SERRANO SILVA,02:58:51,02:27:00,06:55 /km,8.611 km/h,00:35:33,01:10:21,01:45:17,02:20:04
4971,8044,TONATIUH ZAMORA BARANDA,03:23:09,02:27:00,06:55 /km,8.611 km/h,00:29:56,01:00:47,01:34:28,02:18:48
4972,24469,LUIS FABIAN VADILLO FLORES,02:33:30,02:27:00,06:55 /km,8.611 km/h,00:28:59,01:01:32,01:38:04,02:19:14
4973,26665,BRYAN PAOLO SANTIAGO SALAS,02:41:08,02:27:01,06:58 /km,8.610 km/h,00:33:53,01:07:37,01:44:43,02:19:40
4974,16355,EMILIANO LECHUGA MADRIGAL,03:14:55,02:27:02,06:58 /km,8.609 km/h,00:35:09,01:10:06,01:45:19,02:19:48
4975,28101,ARMANDO VERTIZ HURTADO,03:04:49,02:27:03,06:58 /km,8.609 km/h,00:34:16,01:09:19,01:44:39,02:20:38
4976,3956,ROBERTO CARLOS SÁNCHEZ BENÍTEZ,02:41:56,02:27:04,06:58 /km,8.607 km/h,00:32:19,01:16:45,01:49:33,02:20:45
4977,25557,DIEGO ALZATE SOTO,02:57:39,02:27:05,06:58 /km,8.607 km/h,00:33:49,01:08:25,01:45:28,02:20:12
4978,4584,CARLOS BERNARDO GALINDO GRANADOS,02:57:37,02:27:06,06:58 /km,8.605 km/h,00:32:18,01:06:20,01:42:48,02:19:33
4979,7223,ANDRES USCANGA LEZAMA,03:14:05,02:27:06,06:58 /km,8.605 km/h,00:34:35,01:08:34,01:44:52,02:20:24
4980,12379,SEBASTIÁN BALLESTÉ GÁLVEZ,02:38:36,02:27:08,06:58 /km,8.604 km/h,00:33:12,01:04:41,01:40:18,02:19:45
4981,4825,ANGEL SEPULVEDA JR X,03:13:56,02:27:08,06:58 /km,8.604 km/h,00:32:23,01:08:19,01:44:43,02:20:12
4982,8978,AARON MIRANDA MARTINEZ,03:03:38,02:27:10,06:58 /km,8.602 km/h,00:34:53,01:10:31,01:46:21,02:20:50
4983,28797,URIEL SANTANA BALLESTEROS,03:14:09,02:27:10,06:58 /km,8.602 km/h,00:32:30,01:05:19,01:40:55,02:18:35
4984,9741,YOSHUA ISAAC ALVAREZ LUNA,03:15:57,02:27:10,06:58 /km,8.601 km/h,00:37:24,01:13:33,01:48:14,02:20:35
4985,19212,ROBERTO ENRIQUE TERÁN CHAPUL,03:16:14,02:27:12,06:58 /km,8.600 km/h,00:32:38,01:06:40,01:42:36,02:19:44
4986,28294,JOSE MANUEL GOMEZ OLGUIN,02:47:58,02:27:12,06:58 /km,8.599 km/h,00:33:23,01:09:22,01:45:18,02:20:08
4987,26282,BRAULIO PIMENTEL CASTANEDA,03:28:19,02:27:14,06:58 /km,8.597 km/h,00:32:02,01:05:22,01:42:00,02:19:22
4988,20201,STEVEN SANCHEZ VILLASENOR,03:16:36,02:27:17,06:58 /km,8.595 km/h,00:34:46,01:08:13,01:42:28,02:19:10
4989,27004,FERNANDO RABADAN ABUNDEZ,03:16:52,02:27:17,06:58 /km,8.595 km/h,00:35:43,01:10:09,01:44:43,02:19:54
4990,12032,ANTONIO EMILIO LUGO ARELLANO,03:04:37,02:27:17,06:58 /km,8.594 km/h,00:33:30,01:09:03,01:44:12,02:20:11
4991,4028,FRANCISCO CANO RAMÍREZ,03:15:05,02:27:17,06:58 /km,8.594 km/h,00:32:14,01:07:11,01:45:13,02:20:11
4992,14033,ALVARO PIMENTEL BASURTO,03:28:17,02:27:18,06:58 /km,8.593 km/h,00:32:08,01:06:39,01:42:56,02:19:26
4993,20675,JOSE LUIS PÉREZ VALENCIA,03:15:28,02:27:19,06:58 /km,8.593 km/h,00:30:58,01:07:00,01:42:50,02:19:41
4994,15820,JORGE MEJIA DE LEON REGIL,03:14:09,02:27:20,06:58 /km,8.592 km/h,00:32:58,01:07:46,01:43:23,02:19:29
4995,15557,GERARDO DIAZ LOYOLA,02:39:08,02:27:20,06:58 /km,8.591 km/h,00:31:14,01:04:27,01:41:33,02:19:43
4996,12235,JOSE SOLIS LERMA,03:16:01,02:27:22,06:58 /km,8.590 km/h,00:31:29,01:03:30,01:37:44,02:18:54
4997,26659,JUAN ANTONIO MORENO MATEOS,02:59:06,02:27:23,06:58 /km,8.588 km/h,00:35:33,01:11:39,01:46:07,02:20:09
4998,6242,FRANCISCO RODRIGUEZ RODRIGUEZ,03:06:58,02:27:24,06:58 /km,8.588 km/h,00:33:11,01:05:20,01:41:43,02:19:39
4999,21210,ALFONSO MENDIETA MORENO,03:14:42,02:27:25,06:58 /km,8.587 km/h,00:31:47,00:54:38,01:34:09,02:20:18
5000,13146,ELDER CABRERA AGUILAR,02:58:53,02:27:25,06:58 /km,8.587 km/h,00:25:43,00:51:24,01:26:58,02:18:43
5001,18555,AXEL MARQUEZ CARRILLO,03:05:14,02:27:25,06:58 /km,8.586 km/h,00:34:33,01:09:35,01:45:24,02:20:42
5002,28528,OLIVER GONZALEZ MURGUIA,03:03:03,02:27:26,06:58 /km,8.586 km/h,00:33:32,01:06:54,01:42:16,02:19:24
5003,2403,LUIS LARDIZABAL ALEGRIA,02:40:03,02:27:26,06:58 /km,8.585 km/h,00:30:39,01:05:05,01:43:15,02:19:53
5004,10482,JEAN CARLO ITURBIDE MUNOZ,02:59:57,02:27:29,06:58 /km,8.583 km/h,00:32:24,01:06:06,01:43:05,02:19:33
5005,18735,EDMUNDO PICHARDO PORCAYO,03:04:01,02:27:30,06:58 /km,8.581 km/h,00:34:25,01:09:04,01:44:12,02:19:40
